route_id,src,dst,sp_dist_m,sp_time_s,sp_emis_g,fp_dist_m,fp_time_s,fp_emis_g,ca_dist_m,ca_time_s,ca_emis_g
145,7488252817,5375145474,597.0611372023902,85.97680375714418,121.53925774176156,597.0611372023902,85.97680375714418,121.53925774176156,597.0611372023902,85.97680375714418,121.53925774176156
146,1756917763,1500723968,1830.7702617606362,238.07562780922578,365.59381688536905,2270.7931512048035,222.0009285862386,434.4591964890844,1831.565662586028,234.4000123072632,364.7305028738111
147,1336840359,1563316284,1802.1227446772602,168.30049491961296,342.10767803135525,1802.1227446772602,168.30049491961296,342.10767803135525,1802.1227446772602,168.30049491961296,342.10767803135525
148,1462139769,1500723974,1906.7004715915878,244.6170735617996,379.784464840624,1995.141537948823,190.4627930622764,381.06112724945007,1995.141537948823,190.4627930622764,381.06112724945007
149,3370175096,448306751,1540.167735611491,116.67102603449283,287.4590133582832,1541.189616175516,115.29599104036913,287.22834443096735,1541.189616175516,115.29599104036913,287.22834443096735
150,1563309905,3887138937,1678.420780205495,225.89626885517427,337.1111173968427,1802.3186448827535,157.60035876426832,340.99127896408095,1802.3186448827535,157.60035876426832,340.99127896408095
151,1756917763,423744839,1094.8766328298327,151.40161045561194,221.07154732123405,1564.0501279587945,114.54312595229337,290.06956145020337,1094.8766328298327,151.40161045561194,221.07154732123405
152,287908996,3887138937,1701.7693631733116,206.22090303225468,336.2246101755445,1719.658759121806,145.6973352146919,324.1648259688681,1719.658759121806,145.6973352146919,324.1648259688681
153,12107777014,7488252816,243.02957148499053,20.908573964780903,45.692979317567165,243.02957148499053,20.908573964780903,45.692979317567165,243.02957148499053,20.908573964780903,45.692979317567165
154,423744897,423744839,610.8491326972553,87.96227510840474,124.34597657468504,867.8850491236317,75.99607482264562,164.01852659060557,613.9065399601959,80.29255036614711,122.63109557809857
155,6137935142,1339408101,1870.9177045886302,240.4191367651308,373.0186141212814,1871.713105414022,236.74352126316822,372.15530010972344,1871.713105414022,236.74352126316822,372.15530010972344
156,4474692831,1500723974,353.8016408578758,50.94743628353411,72.02074651713134,353.8016408578758,50.94743628353411,72.02074651713134,353.8016408578758,50.94743628353411,72.02074651713134
157,448306751,1842455534,541.6390777980214,77.99602720291507,110.25740477425974,541.6390777980214,77.99602720291507,110.25740477425974,543.6773876209853,78.28954381742189,110.67232821759684
158,423744833,1500356593,1068.20728374711,139.67037800661174,213.65110796377076,1069.8952167862788,126.23526849885499,210.11980800104922,1069.8952167862788,126.23526849885499,210.11980800104922
159,2268586334,1563301979,511.60575154527186,54.48678791793441,98.99230678523944,511.60575154527186,54.48678791793441,98.99230678523944,511.60575154527186,54.48678791793441,98.99230678523944
160,6424016578,1563309909,1833.2360536708343,185.5196923943915,351.9012959151771,1833.2360536708343,185.5196923943915,351.9012959151771,1837.3549201628964,189.98519508238434,354.00829770031976
